corpus	text	refind	label	description	class	relations	notes
english	kent02	0492	snares		inm	> 0491	
english	kent02	0493	hares		anm		
english	kent02	0494	there	place where 0491 is	loc		
english	kent02	0495	the head	of the fox	bdp	M 0490	
english	kent02	0496	that	(events)	abs		
english	kent02	0497	we	speaker and fox	hum	> 0000, 0490	
english	kent02	0498	mi gun	of 0000	inm		
english	kent02	0499	a gun		inm		
english	kent02	0500	the skin	of 0490	bdp	M 0490	
english	kent02	0501	a great hole	in 0500	inm		
english	kent02	0502	a deer		anm		
english	kent02	0503	a snare		inm	< 0492	
english	kent02	0504	there	place where 0503 is	loc		
english	kent02	0505	a beautiful Labrador dog		anm	< 0191	
english	kent02	0506	bristles	of 0505	bdp	M 0505	
english	kent02	0507	some crashing		abs		
english	kent02	0508	there	place where 0502 is	loc		
english	kent02	0509	horns	of 0502	bdp	M 0502	
english	kent02	0510	head	of 0502	bdp	M 0502	
english	kent02	0511	neck	of 0502	bdp	M 0502	
english	kent02	0512	knife		inm		
english	kent02	0513	one front leg	of 0502	bdp	M 0502	
english	kent02	0514	one back leg	of 0502	bdp	M 0502	
english	kent02	0515	back	of 0502	bdp	M 0502	
english	kent02	0516	a cartridge		inm		
english	kent02	0517	claw	of 0502	bdp	M 0502	
english	kent02	0518	guts	of 0000	bdp	M 0000	
english	kent02	0519	that	(events)	abs		
english	kent02	0520	they	deer	anm	> 0502	
english	kent02	0521	claws	of deer	bdp	M 0520	
english	kent02	0522	that	(events)	abs		
english	kent02	0523	butcher		hum		
english	kent02	0524	that	selling 0502 to 0523	abs		
english	kent02	0525	the cart		inm		
english	kent02	0526	fifteen bob		inm		
english	kent02	0527	that	(events)	abs		
english	kent02	0528	land		abs		
english	kent02	0529	the wood		loc		
english	kent02	0530	it	poaching	abs		
english	kent02	0531	mother's shop		inm		
english	kent02	0533	a man	previous owner of 0531	hum		
english	kent02	0534	the corner	of the village	loc		
english	kent02	0535	the job	at 0532	abs		
english	kent02	0536	they	post officials	hum		
english	kent02	0537	a pound		inm		
english	kent02	0538	them days		tme		
english	kent02	0539	a lot of writing		abs		
english	kent02	0540	the postman		hum		
english	kent02	0541	the letters		inm		
english	kent02	0542	that	(events)	abs		
english	kent02	0543	sister	of 0000	hum	< 0013	
english	kent02	0544	more sweets		mss		
english	kent02	0545	'baccer	of 0027	mss		
english	kent02	0546	cigarettes	of 0000	inm		
english	kent02	0547	a chap		hum		
english	kent02	0548	a cigarette case		inm		
english	kent02	0549	sisters	of 0000	hum	> 0543; < 0013	
english	kent02	0550	name	of 0000	abs		
english	kent02	0551	address	of 0000	abs		
english	kent02	0552	a friend	of 0000	hum		
english	kent02	0553	dad	of 0552	hum		
english	kent02	0554	Players		inm		
english	kent02	0555	Woodbines		inm		
english	kent02	0556	five cigarettes		inm		
english	kent02	0557	five holders		inm		
english	kent02	0558	(zero)	0556 and 0557	inm		
english	kent02	0559	cigarette		inm		
english	kent02	0560	funnel		inm		
english	kent02	0561	bought	cigarettes	inm		
english	kent02	0562	cigarettes	of 0000	inm		
english	kent02	0563	a pipe		inm		
english	kent02	0564	a load of 'baccer		mss		
english	kent02	0565	a pipe of 'baccer		inm		
english	kent02	0566	a cigar end		inm		
english	kent02	0567	cigars		inm		
english	kent02	0568	a big'un		inm		
english	kent02	0569	the end	of 0568	inm	M 0568	
english	kent02	0570	the pipe		inm		
english	kent02	0571	a cigar		inm		
english	kent02	0572	standing order		abs		
english	kent02	0573	the shop here		inm		
english	kent02	0574	four packets	of cigars	inm		
english	kent02	0575	(zero)	(events)	abs		
english	kent02	0576	the doctor		hum		
english	kent02	0577	some of'em		hum		
english	kent02	0578	it	smoking	abs		
english	kent02	0579	school		loc		
english	kent02	0580	we	speaker and another child	hum	> 0000	
english	kent02	0581	a packet of Woodbines		inm		
english	kent02	0582	us	speaker and other children	hum	> 0000, 0580	
english	kent02	0583	a penny		inm		
english	kent02	0584	governor		hum		
english	kent02	0585	women		hum		
english	kent02	0586	those days		tme		
english	kent02	0587	a woman		hum	< 0585	
english	kent02	0588	the hop garden		loc		
english	kent02	0589	London women		hum		
english	kent02	0590	every farm		inm		
english	kent02	0591	East Kent		loc		
english	kent02	0592	a bit of hops		mss		
english	kent02	0593	hopper huts		loc		
english	kent02	0594	we	speaker, Mother, and brother	hum	> 0000, 0016, 0108; < 0013	
english	kent02	0595	a basket		inm		
english	kent02	0596	a basket each		inm		
english	kent02	0597	that	this field	inm		
english	kent02	0598	that	0597 being all hops	abs		
english	kent02	0599	they	hop picking organizers	hum		
english	kent02	0600	a quantity		abs		
english	kent02	0601	a bigger piece		abs		
english	kent02	0602	old basket		inm		
english	kent02	0603	a bag		inm		
english	kent02	0604	a chit	a piece of paper	inm		
english	kent02	0605	one	basket full of hops	inm		
english	kent02	0606	three	baskets	inm		
english	kent02	0607	it	pay for hop picking	inm		
english	kent02	0608	'em	bags full of hops	inm		
english	kent02	0609	the brewery		loc		
english	kent02	0610	the breweries		inm	> 0609	
english	kent02	0611	barley		mss		
english	kent02	0612	a bit of barley		mss		
english	kent02	0613	six shillings		inm		
english	kent02	0614	six acres of barley		inm		
english	kent02	0615	that	(events)	abs		
english	kent02	0616	the other place		loc		
english	kent02	0617	the first cottage		loc		
english	kent02	0618	it	barley	mss		
english	kent02	0619	the corn		mss		
english	kent02	0620	foot		bdp	M 0002	
english	kent02	0621	armful	of barley	mss		
english	kent02	0622	'em	binds of barley	inm		
english	kent02	0623	a straw		inm		
english	kent02	0624	scythe	of 0027	inm		
english	kent02	0625	the barn		loc		
english	kent02	0626	it	harvesting the barley	abs		
english	kent02	0627	a neighbour		hum		
english	kent02	0628	a neighbour		hum		
english	kent02	0629	a bit of barley		mss		
english	kent02	0630	a barrel of beer		inm		
english	kent02	0631	the old dealer boys		hum		
english	kent02	0632	a drop of beer		mss		
english	kent02	0633	beer		mss		
english	kent02	0634	the kitchen window		inm		
english	kent02	0635	some wine		mss		
english	kent02	0636	the bottle	of wine	inm		
english	kent02	0637	they	speaker's Mother and Father	hum	> 0016, 0027	
english	kent02	0638	that	(events)	abs		
english	kent02	0639	seasonal work		abs		
english	kent02	0640	hop picking		abs		
english	kent02	0641	cherry picking		abs		
english	kent02	0642	apple picking		abs		
english	kent02	0643	stone picking		abs		
english	kent02	0644	stones		inm		
english	kent02	0645	the roads		inm		
english	kent02	0646	they	people paying for stones	hum		
english	kent02	0647	wife	of 0000	hum	< 0369	
english	kent02	0648	the stones	Father paid for	inm		
english	kent02	0649	that	pulling sugar beets	abs		
english	kent02	0650	arthritis		abs		
english	kent02	0651	hands		bdp	M 0647	
english	kent02	0652	they	family of speaker's wife	hum	< 0647	
english	kent02	0653	two cottages		inm		
english	kent02	0654	the farmhouse		inm		
english	kent02	0655	the cottage		inm	< 0653	
english	kent02	0656	Throwley		loc		
english	kent02	0657	the General Strike		abs		
english	kent02	0658	a hundred pound		abs		
english	kent02	0659	two hundred pounds	of stock	abs		
english	kent02	0660	the first year		tme		
english	kent02	0661	the next year		tme		
english	kent02	0662	the next year		tme		
english	kent02	0663	that	0660, 0661, 0662	abs		
english	kent02	0664	the bank		loc		
english	kent02	0665	him	bank clerk	hum		
english	kent02	0666	a cheque		inm		
english	kent02	0667	cheques		inm		
english	kent02	0668	(zero)	writing cheques	abs		
english	kent02	0669	that	(events)	abs		
english	kent02	0670	they	bank managers	hum	> 0665	
english	kent02	0671	the farms		inm		
english	kent02	0672	farmers		hum		
english	kent02	0673	mi job	of 0000	abs		
english	kent03	0000	(speaker)		hum		
english	kent03	0001	(interviewer)		hum		
english	kent03	0003	life story	of 0000	abs		
english	kent03	0004	Benenden		loc		
english	kent03	0005	Standen Street		loc		
english	kent03	0006	Leaden House		inm		
english	kent03	0007	father	of 0000	hum		
english	kent03	0008	Wesley family		hum		
english	kent03	0009	job	of 0007	abs		
english	kent03	0010	all other men		hum		
english	kent03	0011	these farms		loc		
english	kent03	0012	the cows		anm		
english	kent03	0013	pigs		anm		
english	kent03	0014	there		loc		
english	kent03	0015	it	work	abs		
english	kent03	0016	a full bucket		inm		
english	kent03	0017	bullocks		anm		
english	kent03	0018	the chaff		mss		
english	kent03	0019	an old horse	Boxer	anm		
english	kent03	0020	the house		inm		
english	kent03	0021	the wood		inm		
english	kent03	0022	the letters		inm		
english	kent03	0023	the postman		hum		
english	kent03	0024	a carter boy		hum		
english	kent03	0025	the old carter	Mr Barnes	hum		
english	kent03	0026	the horses		anm	> 0019	
english	kent03	0027	the job	with 0025	abs		
english	kent03	0028	them days		tme		
english	kent03	0029	anything		abs		
english	kent03	0030	his mouth	of Boxer	bdp	M 0019	
english	kent03	0031	the face	of Boxer	bdp	M 0019	
english	kent03	0032	the butt	of the whip	inm	M 0033	
english	kent03	0033	the whip		inm		
english	kent03	0034	we	speaker and 0025	hum	> 0000, 0025	
english	kent03	0035	the ploughing		abs		
english	kent03	0036	the old mare	Violet	anm	< 0026	
english	kent03	0037	her name	of 0036	abs		
english	kent03	0038	her tail	of 0036	bdp	M 0036	
english	kent03	0039	the end	of 0038	bdp	M 0036, 0038	
english	kent03	0040	the wind		abs		
english	kent03	0041	the end	of a field	loc		
english	kent03	0042	her job	of 0036	abs		
english	kent03	0043	the furrow		loc		
english	kent03	0044	a field		inm		
english	kent03	0045	the lower end	of the farm	inm	M 0046	
english	kent03	0046	the farm	of 0008	inm		
english	kent03	0047	that	ploughing 0044	abs		
english	kent03	0048	what jobs		abs		
english	kent03	0049	their beds	of 0026	inm		
english	kent03	0050	hop picking time		abs		
english	kent03	0051	they	farmers	hum		
english	kent03	0052	hops		mss		
english	kent03	0053	Cranbrook station		loc		
english	kent03	0054	the first	at 0053	hum		
english	kent03	0055	nose bag		inm		
english	kent03	0056	that	(events)	abs		
english	kent03	0057	that night		tme		
english	kent03	0058	hops		inm		
english	kent03	0059	Hartley pub		loc		
english	kent03	0060	one load		inm		
english	kent03	0061	the other		inm		
english	kent03	0062	some		inm		
english	kent03	0063	'em		inm	> 0060, 0061, 0062	
english	kent03	0064	the forest and green		loc		
english	kent03	0066	a load	of brush	mss		
english	kent03	0067	brush		mss		
english	kent03	0068	hop pickers		hum		
english	kent03	0069	their fires		inm		
english	kent03	0070	the wood		loc		
english	kent03	0071	a load of hops		inm		
english	kent03	0072	that	(events)	abs		
english	kent03	0073	that	(events)	abs		
english	kent03	0074	it	work	abs		
english	kent03	0075	my chums	of 0000	hum		
english	kent03	0076	a few shillings		inm		
english	kent03	0077	something to spend		inm		
english	kent03	0078	mother	of speaker	hum		
english	kent03	0079	a little money		inm		
english	kent03	0080	we	speaker and his family	hum	> 0000, 0007, 0078	
english	kent03	0081	a few coppers		inm		
english	kent03	0082	my employer	of speaker	hum	< 0008	
english	kent03	0083	a fresh job		abs		
english	kent03	0084	that	(events)	abs		
english	kent03	0085	life	of speaker	abs		
english	kent03	0086	my brother	Bob	hum	< 0080	
english	kent03	0087	a job		abs		
english	kent03	0088	Cranbrook		loc		
english	kent03	0089	Mr Chopman		hum		
english	kent03	0090	Mr Rickman		hum		
english	kent03	0091	his wife	of 0090	hum		
english	kent03	0092	them	0090 and 0091	hum	> 0090, 0091	
english	kent03	0093	my lodgings		abs		
english	kent03	0094	that	(events)	abs		
english	kent03	0095	my boots	of speaker	inm		
english	kent03	0096	that	(events)	abs		
english	kent03	0097	much		inm		
english	kent03	0098	my clothes box	of speaker	inm		
english	kent03	0099	my boots		inm		
english	kent03	0100	a new pair of boots		inm		
english	kent03	0101	foot	of speaker	bdp	M 0000	
english	kent03	0102	Marchant and Tubbs		loc		
english	kent03	0103	my clothes	of 0090	inm		
english	kent03	0104	'im	manager at 0102	hum		
english	kent03	0105	what money		inm		
english	kent03	0106	the rest		abs		
english	kent03	0107	this pair of boots		inm		
english	kent03	0108	his jacket	of 0090	inm		
english	kent03	0109	this half a crown		inm		
english	kent03	0110	a few shillings		inm		
english	kent03	0111	mi shirts	of speaker	inm		
english	kent03	0112	his young days		tme		
english	kent03	0113	we	0090 and his family	hum	> 0090	
english	kent03	0114	Mother	of 0090	hum		
english	kent03	0115	us	0090 and his siblings	hum	> 0090; < 0113	
english	kent03	0116	the breakfast		inm		
english	kent03	0117	the house		inm		
english	kent03	0118	one	of 0115	hum	< 0115	
english	kent03	0119	a job		abs		
english	kent03	0120	another one	of 0115	hum	< 0115	
english	kent03	0121	that	(events)	abs		
english	kent03	0122	a barrel of brimstone		inm		
english	kent03	0123	the waggon		inm		
english	kent03	0124	the oast house		inm		
english	kent03	0125	we	speaker and 0090	hum	> 0000, 0090	
english	kent03	0126	one mare		anm		
english	kent03	0127	two old oxen		anm		
english	kent03	0128	George Head		hum		
english	kent03	0129	the buildings		inm		
english	kent03	0130	we	speaker and 0128	hum	> 0000, 0128	
english	kent03	0131	the orchard		loc		
english	kent03	0132	the gate		inm		
english	kent03	0133	the yoke		inm		
english	kent03	0134	one of 'em	Winch, the off-side bullock	anm	< 0127	
english	kent03	0135	the end	of the yoke	inm	M 0133	
english	kent03	0136	the bow	of the yoke	inm	M 0133	
english	kent03	0137	Winder		anm	< 0127	
english	kent03	0138	that	(events)	abs		
english	kent03	0139	that job	yoking oxen	abs		
english	kent03	0140	the cart		inm		
english	kent03	0141	the nib		inm		
english	kent03	0142	the old pole		inm		
english	kent03	0143	the plug	of the yoke	inm	M 0133	
english	kent03	0144	one thing		abs		
english	kent03	0145	that bit of thong		inm		
english	kent03	0146	that	(events)	abs		
english	kent03	0147	the yard		loc		
english	kent03	0148	some litter		mss		
english	kent03	0149	the post		inm		
english	kent03	0150	that	(events)	abs		
english	kent03	0151	that	(events)	abs		
english	kent03	0152	they	speaker's employers	hum	> 0089	
english	kent03	0153	an old horse	Captain	anm		
english	kent03	0154	the corn		mss		
english	kent03	0155	a long pole		inm		
english	kent03	0156	the roll		inm		
english	kent03	0157	the dredge		inm		
english	kent03	0158	(zero)	animals	anm	> 0127, 0153	
english	kent03	0159	Sissinghurst Castle		inm		
english	kent03	0160	Bettingham Farm		inm		
english	kent03	0161	there		loc	> 0159, 0160	
english	kent03	0162	one	of the workmen	hum		
english	kent03	0163	the workmen		hum	> 0162	
english	kent03	0164	the old tower		inm		
english	kent03	0165	that	home of speaker in 0164	loc	M 0164	
english	kent03	0166	that	(events)	abs		
english	kent03	0167	all sorts of tales		abs		
english	kent03	0168	first wife	of speaker	hum		
english	kent03	0169	we	speaker and his wife	hum	> 0000, 0168	
english	kent03	0170	a little dog	Stumpy	anm		
english	kent03	0171	the door	of 0165	inm	M 0165	
english	kent03	0172	the top		loc	M 0173	
english	kent03	0173	bedroom		loc		
english	kent03	0174	the mouth	of 0170	bdp	M 0170	
english	kent03	0175	mi arms	of speaker	bdp	M 0000	
english	kent03	0176	tales		abs		
english	kent03	0177	a dog		anm		
english	kent03	0178	these things		abs		
english	kent03	0179	a human being		hum		
english	kent03	0180	here	current home of speaker	loc		
english	kent03	0181	Benenden		loc		
english	kent03	0182	eighty-seventh birthday	of speaker	abs		
english	kent03	0183	twenty yards		inm		
english	kent03	0184	my garden		inm		
english	kent03	0185	oxen		anm		
english	kent03	0186	a horse		anm		
english	kent03	0187	they	horses	anm	> 0186	
english	kent03	0188	a lot	of them	anm	< 0187	
english	kent03	0189	some		anm	< 0187	
english	kent03	0190	a bullock		anm		
english	kent03	0191	we	speaker and contemporaries	hum	> 0000	
english	kent03	0192	two	oxen	anm		
english	kent03	0193	the off-bullock		anm	< 0192	
english	kent03	0194	his name	of 0193	abs		
english	kent03	0195	his mate		anm	< 0192	
english	kent03	0196	all the others	oxen	anm		
english	kent03	0197	that	(events)	abs		
english	kent03	0198	a bit of ground		inm		
english	kent03	0199	one	plough	inm		
english	kent03	0200	plough		inm	> 0199	
english	kent03	0201	the horses		anm	> 0153	
english	kent03	0202	the furrow		inm		
english	kent03	0203	the edge	of the furrow	loc	M 0202	
english	kent03	0204	the oxen		anm		
english	kent03	0205	the plough		inm		
english	kent03	0206	the end	of the field	loc		
english	kent03	0207	a horse		anm		
english	kent03	0208	they	oxen and horses	anm	> 0204, 0208	
english	kent03	0209	front foot	of oxen	bdp	M 0185	
english	kent03	0210	hind foot	of oxen	bdp	M 0185	
english	kent03	0211	a bullock		anm	< 0185	
english	kent03	0212	that	(events)	abs		
english	kent03	0213	the ground		inm		
english	kent03	0214	such holes		inm		
english	kent03	0215	the yards		loc		
english	kent03	0216	the manure		mss		
english	kent03	0217	them old bullocks		anm	< 0185	
english	kent03	0218	one	of the oxen	anm	< 0217	
english	kent03	0219	his belly	of an ox	bdp	M 0218	
english	kent03	0220	the cart		inm		
english	kent03	0221	the weight		abs		
english	kent03	0222	their neck		bdp	M 0217	
english	kent03	0223	the one	on top	anm	< 0217	
english	kent03	0224	the other one		anm	< 0217	
english	kent03	0225	a horse		anm		
english	kent03	0226	that	(events)	abs		
english	kent03	0227	his cart	of 0225	inm		
english	kent03	0228	they	the Chopman brothers	hum	> 0089	
english	kent03	0229	we	speaker and other employees of 0228	hum	> 0000	
english	kent03	0230	it	the stumps around the field	inm		
english	kent03	0231	the field		loc		
english	kent03	0232	stump		inm	< 0230	
english	kent03	0233	stump		inm	< 0230	
english	kent03	0234	the outside	of the field	loc	M 0231	
english	kent03	0235	the edge	of the field	loc	M 0231	
english	kent03	0236	a short corner	of the field	loc	M 0231	
english	kent03	0237	spades		inm		
english	kent03	0238	they	other farmers	hum		
english	kent03	0239	the corners	of the field	loc	> 0236	
english	kent03	0240	wage	of a workman	abs		
english	kent03	0241	some farms		loc		
english	kent03	0242	they	employers at 0241	hum		
english	kent03	0243	them	workmen	hum		
english	kent03	0244	thirteen shillings		inm		
english	kent03	0245	a man		hum		
english	kent03	0246	his wife		hum		
english	kent03	0247	family		hum		
english	kent03	0248	a team of oxen		anm	< 0185	
english	kent03	0249	a sway		abs		
english	kent03	0250	it	ploughing with oxen	abs		
english	kent03	0251	properly worked horses		anm		
english	kent03	0252	a pair of oxen		anm	< 0185	
english	kent03	0253	a post		inm		
english	kent03	0254	the yoke		inm		
english	kent03	0255	something heavy		inm		
english	kent03	0256	the other old oxen		anm	< 0185	
english	kent03	0257	them	three oxen	anm	> 0252, 0256	
english	kent03	0258	their old tongues	of the oxen	bdp	M 0257	
english	kent03	0259	a stream		inm		
english	kent03	0260	a little old tin		inm		
english	kent03	0261	a bottle		inm		
english	kent03	0262	drop of water		mss		
english	kent03	0263	their ear		bdp	M 0257	
english	kent03	0264	that	(events)	abs		
english	kent03	0265	the beginning		tme	M 0266	
english	kent03	0266	the last war	the Second World War	tme		
english	kent03	0267	these tractors		inm		
english	kent03	0268	here	Kent	loc		
english	kent03	0269	the south of England		loc		
english	kent03	0270	England		loc		
english	kent03	0271	a photograph	of Winch and Winder	inm		
english	kent03	0272	them two old oxen	Winch and Winder	anm	> 0134, 0137	
english	kent03	0273	certain parts	of the country	loc	M 0270	
english	kent03	0274	they	people in 0273	hum		
english	kent03	0275	a photograph		inm		
english	kent03	0276	the paper		inm		
english	kent03	0277	a man		hum		
english	kent03	0278	two	oxen	anm	< 0185	
english	kent03	0279	a ploughing match		abs		
english	kent03	0280	a line		inm		
english	kent03	0281	ZERO	a line	inm		
english	kent03	0282	it	(events)	abs		
english	kent03	0283	ploughing matches		abs		
english	kent03	0284	a ploughing match		abs		
english	kent03	0285	our oxen		anm	> 0272	
english	kent03	0286	the horse show		loc		
english	kent03	0287	a couple	of oxen	anm	< 0286	
english	kent03	0288	hop poles		inm		
english	kent03	0289	the baker	Mr Dinker	hum		
english	kent03	0290	the cart		inm		
english	kent03	0291	'em	half a cord of chopped hop poles	inm		
english	kent03	0292	a cart		inm		
english	kent03	0293	Cranbrook town		loc	M 0088	
english	kent03	0294	Stone Street		loc	M 0293	
english	kent03	0295	his shop	of 0289	inm		
english	kent03	0296	his bakehouse	of 0289	loc	M 0295	
english	kent03	0297	that	(events)	abs		
english	kent03	0298	the street		loc		
english	kent03	0299	their cud	of 0272	mss		
english	kent03	0300	great big horns	of 0272	bdp	M 0272	
english	kent03	0301	the old wagoners		hum		
english	kent03	0302	special little remedies		inm		
english	kent03	0303	tricks		abs		
english	kent03	0304	secrets		abs		
english	kent03	0305	a secret		abs	< 0304	
english	kent03	0306	those great big stallion horses		anm	< 0185	
english	kent03	0307	the breeding time		tme		
english	kent03	0308	it	(events)	abs		
english	kent03	0309	a man		hum		
english	kent03	0310	a chap		hum		
english	kent03	0311	the field		loc		
english	kent03	0312	one	stallion	anm	< 0306	
english	kent03	0313	his head	of the stallion	bdp	M 0312	
english	kent03	0314	his inside	of the chap	bdp	M 0314	
english	kent03	0315	a line		inm		
english	kent03	0316	the off-side	of a stallion	loc	M 0317	
english	kent03	0317	a stallion		anm	< 0306	
english	kent03	0318	his head	of the stallion	bdp	M 0317	
english	kent03	0319	the real secret		abs	< 0304	
english	kent03	0320	a foal		anm		
english	kent03	0321	books		inm		
english	kent03	0322	its tongue		bdp	M 0320	
english	kent03	0323	the spearmint		inm		
english	kent03	0324	mare		anm		
english	kent03	0325	they	mares	anm	> 0324; < 0187	
english	kent03	0326	them	foals	anm	> 0320; < 0187	
english	kent03	0327	the zebras	giving birth	anm		
english	kent03	0328	pictures	of zebras	inm		
english	kent03	0329	their foal	of zebras	anm		
english	kent03	0330	they	writers of 0321	hum		
english	kent03	0331	the colt		anm		
english	kent03	0332	mouth	of 0331	bdp	M 0331	
english	kent03	0333	mouth	of 0320	bdp	M 0320	
english	kent03	0334	an oil	press	inm		
english	kent03	0335	oil of rhodium		mss		
english	kent03	0336	an oil	made of 0323	mss		
english	kent03	0337	a little	of 0336	mss	M 0336	
english	kent03	0338	the horse		anm		
english	kent03	0339	bit	of 0337	inm		
english	kent03	0340	a little bit	of 0336	mss		
english	kent03	0341	clothes		inm		
english	kent03	0342	he	a stallion	anm	< 0306	
english	kent03	0343	that book		inm	< 0321	
english	kent03	0344	a book	The Pattern Beneath the Fur	inm		
english	kent03	0345	the old methods		abs		
english	kent03	0346	the West Country		loc		
english	kent03	0347	these old men		hum		
english	kent03	0348	these here ghosts		inm		
english	kent03	0349	the things	in 0344	abs		
english	kent03	0350	Kent		loc		
english	kent03	0351	the same sort	of practices	abs		
english	kent03	0352	an old frog		anm		
english	kent03	0353	that	(events)	abs		
english	kent03	0354	their idea		abs		
english	kent03	0355	frogs		anm	> 0352	
english	kent03	0356	an old log of wood		inm		
english	kent03	0357	the bone	of 0352	bdp	M 0352	
english	kent03	0358	the wishbone		bdp	M 0359	
english	kent03	0359	that	powdered 0357	mss		
english	kent03	0360	a theory		abs		
english	kent03	0361	an old horseman		hum		
english	kent03	0362	the garden		loc		
english	kent03	0363	their health	of 0361	abs		
english	kent03	0364	that	(events)	abs		
english	kent03	0365	other people		hum		
english	kent03	0366	other methods		abs		
english	kent03	0367	a stallion horse		anm	< 0306	
english	kent03	0368	a filly foal		anm		
english	kent03	0369	it	a colt foal	anm		
english	kent03	0370	him	spearmint from 0369	inm		
english	kent03	0371	spearmint	from 0368	inm		
english	kent03	0372	a horse		anm		
english	kent03	0373	that oil	made from 0370	mss		
english	kent03	0374	their place	of 0185	loc		
english	kent03	0375	their name	of 0185	abs		
english	kent03	0376	a stick		inm		
english	kent03	0377	a little spike		inm		
english	kent03	0378	the end	of 0376	loc	M 0376	
english	kent03	0379	the shoulder		bdp	M 0380	
english	kent03	0380	that old bullock		anm	< 0185	
english	kent03	0381	that	(events)	abs		
english	kent03	0382	that	(events)	abs		
english	kent03	0383	that	(events)	abs		
english	kent03	0384	that	(events)	abs		
english	kent03	0385	a whip		inm		
english	kent03	0386	the back	of the wagon	loc		
english	kent03	0387	the wagon		inm		
english	kent03	0388	the sheaves		inm		
english	kent03	0389	a straw		inm		
english	kent03	0390	a sheaf		inm		
english	kent03	0391	the summertime		tme		
english	kent03	0392	the warble fly		anm		
english	kent03	0393	one	of their tails	bdp	< 0394	
english	kent03	0394	their tails	of oxen	bdp	> 0393; M 0185	
english	kent03	0395	they	owner of 0393	anm	< 0185	
english	kent03	0396	the others		anm	< 0185	
english	kent03	0397	the old bullock		anm	< 0185	
english	kent03	0398	a pond		inm		
english	kent03	0399	a wood		inm		
english	kent03	0400	oxen dealers		hum		
english	kent03	0401	Wales		loc		
english	kent03	0402	those	oxen speaker had	anm	> 0272; < 0185	
english	kent03	0403	that	Welsh Runts breed	abs		
english	kent03	0404	the inside	of their mouths	bdp	M 0405	
english	kent03	0405	their mouths	of the oxen	bdp	M 0402	
english	kent03	0406	their eyes	of the oxen	bdp	M 0402	
english	kent03	0407	they	people	hum		
english	kent03	0408	some farmers		hum		
english	kent03	0409	Herefords	oxen	anm		
english	kent03	0410	another one	a farmer	hum		
english	kent03	0411	all black ones	oxen	anm		
english	kent03	0412	another one	a farmer	hum		
english	kent03	0413	all red ones	oxen	anm		
english	kent03	0414	a team	at Gassonbury	anm		
english	kent03	0415	Glassonbury		loc		
english	kent03	0416	Goudhurst		loc		
english	kent03	0417	a team	at Hawkhurst	anm		
english	kent03	0418	Hawkhurst		loc		
english	kent03	0419	the Pipers		hum		
english	kent03	0420	some red ones	two big old red steers	anm		
english	kent03	0421	four	oxen	anm		
english	kent03	0422	Mr Powter		hum		
english	kent03	0423	sale	of Mr Powter's oxen	abs		
english	kent03	0424	the park		loc		
english	kent03	0425	Tenterden		loc		
english	kent03	0426	Lamb	an ox	anm		
english	kent03	0427	Lion	an ox	anm		
english	kent03	0428	one pair	Lamb and Lion	anm	> 0426, 0427	
english	kent03	0429	the other	Earl and Marquis	anm	> 0430, 0431	
english	kent03	0430	Earl		anm	< 0429	
english	kent03	0431	Marquis		anm	< 0429	
english	kent03	0432	Mr White	the auctioneer	hum		
english	kent03	0433	the farm	at Sissinghurst Castle	inm		
english	kent03	0434	there	farm of 0432	loc		
english	kent03	0435	they	ox traders	hum		
english	kent03	0436	four youngsters	oxen	anm	< 0185	
english	kent03	0437	Cornwell Farm		loc		
english	kent03	0438	Mr Brenton		hum		
english	kent03	0439	others	other oxen	anm		
english	kent03	0440	Goddard		hum		
english	kent03	0441	Green Farm		loc		
english	kent03	0442	some	oxen	anm		
english	kent03	0443	they	people	hum		
english	kent03	0444	little plates		inm		
english	kent03	0445	it	a little plate	inm	< 0444	
english	kent03	0446	the outside		loc	M 0447	
english	kent03	0447	the hoof	of oxen	bdp	M 0185	
english	kent03	0448	claws	of oxen	bdp	M 0185	
english	kent03	0449	a little plate		inm	< 0444	
english	kent03	0450	the forge		inm		
english	kent03	0451	a lot of 'em	oxen	anm	< 0185	
english	kent03	0452	some straw		mss		
english	kent03	0453	eight	oxen	anm		
english	kent03	0454	two of them	oxen	anm	< 0185	
english	kent03	0455	their chin	of oxen	bdp	M 0185	
english	kent03	0456	the wagon		inm		
english	kent03	0457	the nose	of oxen	bdp	M 0185	
english	kent03	0458	what	they'd got to have	inm		
english	kent03	0459	some roots		mss	< 0458	
english	kent03	0460	some hay		mss	< 0458	
english	kent03	0461	straw		mss	< 0458	
english	kent03	0462	the old horsemen		hum		
english	kent03	0463	a horse		anm	< 0187	
english	kent03	0464	other jobs		abs		
english	kent03	0465	his chaff		mss		
english	kent03	0466	his litter		mss		
english	kent03	0467	his hay		mss		
english	kent03	0468	that	(events)	abs		
english	kent03	0469	that	(events)	abs		
english	kent03	0470	they		anm	> 0463; < 0185	
english	kent03	0471	a team of horses		anm	< 0185	
english	kent03	0472	the yard		loc		
english	kent03	0473	that	(events)	abs		
english	kent03	0474	what	they've got to have	inm		
english	kent03	0475	there	stable	loc		
english	kent03	0476	a bit of grub		mss		
english	kent03	0477	the time	night come	tme		
english	kent03	0478	their tongue	of oxen	bdp	M 0185	
english	kent03	0479	head	of oxen	bdp	M 0185	
english	kent03	0480	any job		abs		
english	kent03	0481	they	farmers	hum		
english	kent03	0482	their wagon		inm		
english	kent03	0483	the carts		inm		
