corpus	text	refind	label	description	class	relations	notes
nkurd	muserz03	0016	cemaatekî	assembly in palace	abs		
nkurd	muserz03	0017	merivekî	man wearing imam's robe in assembly	hum	> 0020	
nkurd	muserz03	0018	cubbekî	robe of imam	inm		
nkurd	muserz03	0019	pêçekî	white turban of imam	inm		
nkurd	muserz03	0020	serî	head of imam	bdp	M 0017	
nkurd	muserz03	0021	minarê	minaret	loc		
nkurd	muserz03	0022	me	king and his daughter	hum	> 0001, 0002	
nkurd	muserz03	0023	şertekî	condition of king for marrying daughter	abs		
nkurd	muserz03	0024	we	mullah and daughter of king	hum	> 0003, 0002	
nkurd	muserz03	0025	royê	fourty days	tme		
nkurd	muserz03	0026	cîkî	bed that mullah and daughter sleep in	inm		
nkurd	muserz03	0027	bedewîya	beauty of daughter of the king	abs		
nkurd	muserz03	0028	zeynet	jewels of daughter	inm		
nkurd	muserz03	0029	xemilandina	decoration of daughter	inm		
nkurd	muserz03	0030	oda	room of daughter	inm		
nkurd	muserz03	0031	teklifa	suggestion	abs		
nkurd	muserz03	0032	cîyê	place where mullah descended	loc		
nkurd	muserz03	0033	wezîrê	viziers of the king	hum	> 0144	
nkurd	muserz03	0034	çarşuyê	market	loc		
nkurd	muserz03	0035	merifan	three important men the viziers bring to the king	hum		
nkurd	muserz03	0036	paşa	pasha, king	hum		
nkurd	muserz03	0037	merîfekî	blacksmith	hum		
nkurd	muserz03	0038	demir	iron of blacksmith	inm		
nkurd	muserz03	0039	haceta	tools that blacksmith makes	inm		
nkurd	muserz03	0040	kakuçê	hammer of blacksmith	inm		
nkurd	muserz03	0041	dikkana	shop of blacksmith	loc		
nkurd	muserz03	0042	xwelî	pile of ash in blacksmith's shop	mss		
nkurd	muserz03	0043	xembêza	breast of blacksmith	bdp	M 0037	
nkurd	muserz03	0044	zêrê	gold of blacksmith	mss		
nkurd	muserz03	0045	desta	hands of blacksmith	bdp	M 0037	
nkurd	muserz03	0046	merîfekî	blind man	hum		
nkurd	muserz03	0047	çavan	eyes of blind man	bdp	M 0046	
nkurd	muserz03	0048	destê	hands of the blind man	bdp	M 0046	
nkurd	muserz03	0049	parsê	alms	mss		
nkurd	muserz03	0050	zêrekî	piece of gold for blind man	inm		
nkurd	muserz03	0051	min	(story teller)	hum		not part of story
nkurd	muserz03	0052	we	(listeners of story)	hum		not part of story
nkurd	muserz03	0053	mesela	(story of the king of the fairies and his daughter)	abs		not part of story
nkurd	muserz03	0054	zêr	gold of daughter of the king of fairies	mss		
nkurd	muserz03	0056	emaretê	emaret of daughter of the king of fairies	loc		
nkurd	muserz03	0057	acîya	pain of not reaching the dove	abs		
nkurd	muserz03	0058	wî	fact of not reaching the dove	abs		
nkurd	muserz03	0059	zikê	stomach of mullah	bdp	M 0003	
nkurd	muserz03	0062	zarokê	children of the blacksmith	hum		
nkurd	muserz03	0063	nanê	bread for blacksmith	inm		
nkurd	muserz03	0064	xwarina	food for the blacksmith	mss		
nkurd	muserz03	0065	mirîşkekî	chicken that blacksmith bought	anm		
nkurd	muserz03	0066	agirê	fire in shop of blacksmith	inm		
nkurd	muserz03	0067	komirê	coals in fire	inm		
nkurd	muserz03	0068	nanê	meal he made	inm		
nkurd	muserz03	0069	pişîkekî	cat	anm		
nkurd	muserz03	0070	hêteki	leg of the chicken	bdp	M 0065	
nkurd	muserz03	0071	baskekî	wing of the chicken	bdp	M 0065	
nkurd	muserz03	0072	sêrbaze	sorcery	abs		
nkurd	muserz03	0073	miselletê	problem	abs		
nkurd	muserz03	0074	serê	head of blacksmith	bdp	M 0037	
nkurd	muserz03	0075	hestîyê	bone of the chicken	bdp	M 0065	
nkurd	muserz03	0077	canê	spirit of blacksmith	abs		
nkurd	muserz03	0078	bavê	father of blind man, merchant	hum		
nkurd	muserz03	0079	varîdata	yearly income of father	abs		
nkurd	muserz03	0080	tan	fence of the neighbors	inm		
nkurd	muserz03	0081	niçê	negative reply of neighbors	abs		
nkurd	muserz03	0082	cînara	neighbors	hum		
nkurd	muserz03	0083	mala	house of blind man's father	loc		
nkurd	muserz03	0084	şûrekî	sword of father of blind man	inm		
nkurd	muserz03	0085	dayê	mother of blind man	hum		
nkurd	muserz03	0086	devê	edge of the sword	inm	M 0084	
nkurd	muserz03	0087	çîyê	mountains	loc		
nkurd	muserz03	0088	serê	side of the road	loc		
nkurd	muserz03	0089	rê	road	inm		
nkurd	muserz03	0090	merifekî	a merchant	hum		
nkurd	muserz03	0091	devekî	camel of the merchant	anm		
nkurd	muserz03	0092	heqîbekî	saddle bag	inm		
nkurd	muserz03	0093	milê	shoulder of the merchant	bdp	M 0090	
nkurd	muserz03	0094	esker	army, police	hum		
nkurd	muserz03	0095	serê çîyê	top of the mountain	loc		
nkurd	muserz03	0096	mala	house of the merchant	loc		
nkurd	muserz03	0097	zêra	gold in the saddle bag	mss		
nkurd	muserz03	0098	zarokên	children of the blind man	hum		
nkurd	muserz03	0099	heqîbekî	another bag of gold	inm		
nkurd	muserz03	0100	devekî	another camel	anm		
nkurd	muserz03	0101	heqîb	two bags of gold	inm		
nkurd	muserz03	0102	deveyên	two camels	anm		
nkurd	muserz03	0103	heqîb	seven bags of gold	inm		
nkurd	muserz03	0104	deva	seven camels	anm		
nkurd	muserz03	0105	çoluk-çocuxê	children and family of the merchant	hum		
nkurd	muserz03	0106	destê	hands of the merchant	bdp	M 0090	
nkurd	muserz03	0107	hedîyekî	present of merchant	inm		
nkurd	muserz03	0108	cêba	pocket of merchant	inm		
nkurd	muserz03	0109	çîyayê	another mountain	loc		
nkurd	muserz03	0110	mêş	flies on mountain	anm		
nkurd	muserz03	0111	mar	snake	anm		
nkurd	muserz03	0112	cavê	another eye of blind man	bdp	M 0046	
nkurd	muserz03	0113	perîya	fairies	hum		
nkurd	muserz03	0114	însana		hum		
nkurd	muserz03	0115	qîzê	daughters of fairies	hum		
nkurd	muserz03	0116	merivekî	man the daughter should look for to marry	hum		
nkurd	muserz03	0117	dilê	heart of the daughter of the king of fairies	abs		
nkurd	muserz03	0118	bira	mind of 0116	abs		
nkurd	muserz03	0119	sozê	oath of the man the princess will choose to marry	abs		
nkurd	muserz03	0120	dengê	voice of the mullah	abs		
nkurd	muserz03	0123	derî	a door of the palace	inm		
nkurd	muserz03	0124	kurika	anvil	inm		
nkurd	muserz03	0125	madê	mood of blacksmith	abs		
nkurd	muserz03	0126	kefa	palm of hand of blacksmith	bdp	M 0037	
nkurd	muserz03	0127	agir	fire	inm		
nkurd	muserz03	0128	binî	bottom of workbench	loc		
nkurd	muserz03	0129	xêr	charity	abs		
nkurd	muserz03	0130	guneyê	misdeed	abs		
nkurd	muserz03	0131	tuccara	merchants	hum		
nkurd	muserz03	0132	pera	money he wants to take from the merchants	mss		
nkurd	muserz03	0133	hayat	life	abs		
nkurd	muserz03	0134	zêr	all the gold of the merchant	mss		
nkurd	muserz03	0135	dinyayê	world	inm		
nkurd	muserz03	0136	çawekî	first eye the ointment is rubbed on	bdp	M 0046	
nkurd	muserz03	0137	çarşîyê	the market the blind man will see things in	loc		
nkurd	muserz03	0138	şehrekî	town the blind man sees	loc		
nkurd	muserz03	0139	insanê	people in the town	hum		
nkurd	muserz03	0140	qirikê	neck of the merchant	bdp	M 0090	
nkurd	muserz03	0141	serê	head of blind man	bdp	M 0046	
nkurd	muserz03	0142	çoka	lap of merchant	bdp	M 0090	
nkurd	muserz03	0143	şehrê	outskirts of town	loc		
nkurd	muserz03	0144	ZERO	one of the viziers, probably their leader	hum	< 0033	
nkurd	muserz03	0145	ezan	prayers	abs		only mentioned as zero
nkurd	muserz03	0146	hewa	air	inm		
nkurd	muserz03	0147	behr	sea	loc		
nkurd	muserz03	0148	his	senses	abs		
nkurd	muserz03	0149	tesir	effect of the air	abs		
nkurd	muserz03	0150	reya	ways of pleasure, amusement and fun	abs		
nkurd	muserz03	0151	suwar	a rider	hum		
sanzhi	asabali	0000	people		hum		
sanzhi	asabali	0001	the war		abs		
sanzhi	asabali	0002	years of 0001		tmp		
sanzhi	asabali	0003	speaker		hum		
sanzhi	asabali	0004	name of 0003		abs	M 0003	
sanzhi	asabali	0005	record book		inm		
sanzhi	asabali	0006	village head		hum		
sanzhi	asabali	0007	the year 1953		tmp		
sanzhi	asabali	0008	Stalin		hum		
sanzhi	asabali	0009	cars		inm		
sanzhi	asabali	0010	trains		inm		
sanzhi	asabali	0011	mountains		loc		
sanzhi	asabali	0012	sound of 0010		inm		
sanzhi	asabali	0013	there		loc		
sanzhi	asabali	0014	sheep		anm		
sanzhi	asabali	0015	kolkhoz		abs		
sanzhi	asabali	0016	army		abs		
sanzhi	asabali	0017	enlistment office		inm		
sanzhi	asabali	0018	application		inm		
sanzhi	asabali	0019	train		inm		
sanzhi	asabali	0020	army officials		hum		
sanzhi	asabali	0021	0003 and other recruits		hum	> 0003	
sanzhi	asabali	0022	Voronezh		loc		
sanzhi	asabali	0023	a captain		hum		
sanzhi	asabali	0024	soldiers		hum		
sanzhi	asabali	0025	hospital		inm		
sanzhi	asabali	0026	a corridor in 0025		loc		
sanzhi	asabali	0027	commissariat		loc		
sanzhi	asabali	0028	Dargi people		hum	< 0021	
sanzhi	asabali	0029	canteen		loc		
sanzhi	asabali	0030	porridge		mss		
sanzhi	asabali	0031	half of 0030		mss	M 0030	
sanzhi	asabali	0032	other half of 0030		mss	M 0030	
sanzhi	asabali	0033	eyes of 0003		bdp	M 0003	
sanzhi	asabali	0034	a train		inm		
sanzhi	asabali	0035	army officials		hum	> 0023	
sanzhi	asabali	0036	Kursk		loc		
sanzhi	asabali	0037	Kursk station		loc		
sanzhi	asabali	0038	car of 0035		inm		
sanzhi	asabali	0039	barracks		loc		
sanzhi	asabali	0040	the Russian language		abs		
sanzhi	asabali	0041	people		hum		
sanzhi	asabali	0042	guardhouse		inm		
sanzhi	asabali	0043	guard company		hum		
sanzhi	asabali	0044	people		hum		
sanzhi	asabali	0045	mine		loc		
sanzhi	asabali	0046	volunteers		hum		
sanzhi	asabali	0047	mother of 0003		hum		
sanzhi	asabali	0048	miners		hum	> 0003, 0044	
sanzhi	asabali	0049	three Daghestani		hum	> 0003; < 0044	
sanzhi	asabali	0050	two Russians		hum	< 0044	
sanzhi	asabali	0051	finger of 0003		bdp	M 0003	
sanzhi	asabali	0052	an engine		inm		
sanzhi	asabali	0053	hospital		inm		
sanzhi	asabali	0054	home of 0003		loc		
sanzhi	asabali	0055	money		inm		
sanzhi	asabali	0056	mine officals		hum		
sanzhi	asabali	0057	people		hum		
sanzhi	asabali	0058	prosecutor		hum		
sanzhi	asabali	0059	Urkaraq		loc		
sanzhi	asabali	0060	house of 0003		inm		
sanzhi	asabali	0061	documents		inm		
sanzhi	asabali	0062	Sanzhi		loc		
sanzhi	asabali	0063	driving course		loc		
sanzhi	asabali	0064	workers		hum		
sanzhi	asabali	0065	wine factory		inm		
sanzhi	asabali	0066	wine		inm		
sanzhi	asabali	0067	story		abs		
sanzhi	asabali	0068	people		hum		
sanzhi	asabali	0069	here		loc		
sanzhi	asabali	0070	events		abs		
sanzhi	asabali	0071	service		abs		
sanzhi	bazhuk	0000	a boy		hum		
sanzhi	bazhuk	0001	father of 0000		hum		
sanzhi	bazhuk	0002	a flock of sheep		anm		
sanzhi	bazhuk	0003	a place		loc		
sanzhi	bazhuk	0004	trees		inm		
sanzhi	bazhuk	0005	home of 0000		loc		
sanzhi	bazhuk	0006	words of 0001		abs		
sanzhi	bazhuk	0007	apple tree		inm	< 0004	
sanzhi	bazhuk	0008	apples		inm	M 0007	
sanzhi	bazhuk	0009	bazhuk		hum		
sanzhi	bazhuk	0010	apples		inm	M 0007	
sanzhi	bazhuk	0011	a sack		inm		
sanzhi	bazhuk	0012	a place		loc		
sanzhi	bazhuk	0013	bush		loc		
sanzhi	bazhuk	0014	house of 0009		loc		
sanzhi	bazhuk	0015	a pot		inm		
sanzhi	bazhuk	0016	stones		inm		
sanzhi	bazhuk	0017	a box		inm		
sanzhi	bazhuk	0018	little finger of 0009		bdp	M 0009	
sanzhi	bazhuk	0019	water in 0015		mss		
sanzhi	dragon	0000	a village		loc		
sanzhi	dragon	0001	a family		hum		
sanzhi	dragon	0002	a girl		hum	< 0001	
sanzhi	dragon	0003	dogs		anm		
sanzhi	dragon	0004	food for 0003		inm		
sanzhi	dragon	0005	people		hum		
sanzhi	dragon	0006	eating people		abs		
sanzhi	dragon	0007	villagers		hum		
sanzhi	dragon	0008	one villager		hum	< 0007	
sanzhi	dragon	0009	teeth of 0002		bdp	M 0002	
sanzhi	dragon	0010	brother of 0002		hum	< 0001	
sanzhi	dragon	0011	other villagers		hum		
sanzhi	dragon	0012	house of 0001		inm		
sanzhi	dragon	0013	a mouse		anm		
sanzhi	dragon	0014	house of 0013		loc		
sanzhi	dragon	0015	story		abs		
sanzhi	dragon	0016	other village		loc		
sanzhi	dragon	0017	three trees		inm		
sanzhi	dragon	0018	one of 0017		inm		
sanzhi	dragon	0019	village dogs		anm	> 0003	
sanzhi	dragon	0020	whistling		abs		
sanzhi	dragon	0021	second of 0017		inm		
sanzhi	dragon	0022	third of 0017		inm		
sanzhi	dragon	0023	little finger of 0002		bdp	M 0002	
sanzhi	dragon	0024	father of 0010		hum	< 0001	
sanzhi	dragon	0025	mother of 0010		hum	< 0001	
sanzhi	dragon	0026	belly of 0002		bdp	M 0002	
sanzhi	dragon	0027	a girl		hum		
sanzhi	dragon	0028	sound made by 0010		abs		
sanzhi	kurban	0000	(speaker)		hum		
sanzhi	kurban	0001	cousin of 0000		hum		
sanzhi	kurban	0002	audience		hum		
sanzhi	kurban	0003	sister of 0000		hum		
sanzhi	kurban	0004	forty-day vigil		abs		
sanzhi	kurban	0005	0000 and family		hum	< 0000, 0001	
sanzhi	kurban	0006	home of 0000		inm		
sanzhi	kurban	0007	family of 0000		hum	< 0005	
sanzhi	kurban	0008	a friend of 0000		hum		
sanzhi	kurban	0009	Cilibki village		loc		
sanzhi	kurban	0010	village head		hum		
sanzhi	kurban	0011	head of the district administration		hum		
sanzhi	kurban	0012	such		abs		
sanzhi	kurban	0013	0000 and 0008		hum	> 0000, 0008	
sanzhi	kurban	0014	such		abs		
sanzhi	kurban	0015	agronomist		hum		
sanzhi	kurban	0016	expert on livestock		hum		
sanzhi	kurban	0017	veterinarian		hum		
sanzhi	kurban	0018	people of 0009		hum		
sanzhi	kurban	0019	such		abs		
sanzhi	kurban	0020	time to go there		tmp		
sanzhi	kurban	0021	0008 and others		hum	> 0008	
sanzhi	kurban	0022	family except 0001		hum	< 0005	
sanzhi	kurban	0023	brother Ramazan		hum	< 0005	
sanzhi	kurban	0024	qulhu		inm		
sanzhi	kurban	0025	everyone		hum	> 0000, 0001, 0005, 0008, 0023	
sanzhi	kurban	0026	office of 0011		loc		
sanzhi	kurban	0027	husband		hum		
sanzhi	kurban	0028	wife		hum		
sanzhi	kurban	0029	other villagers in 0009		hum		
sanzhi	kurban	0030	other engineers in 0009		hum		
sanzhi	kurban	0031	other mechanics in 0009		hum		
sanzhi	kurban	0032	other villagers in 0009		hum		
sanzhi	kurban	0033	one of 0027 and 0028		hum	< 0027, 0028	
sanzhi	kurban	0034	villagers of 0009		hum	> 0029, 0030, 0031, 0032	
sanzhi	kurban	0035	circumstances		abs		
sanzhi	kurban	0036	that problem		abs		
sanzhi	kurban	0037	the fifth day		tmp		
sanzhi	kurban	0038	Noghay district		loc		
sanzhi	kurban	0039	a woman from 0009		hum		
sanzhi	kurban	0040	someone else		hum		
sanzhi	kurban	0041	story		abs		
sanzhi	kurban	0042	story		abs		
sanzhi	kurban	0043	another sister of 0000 (?),		hum		
sanzhi	kurban	0044	everyone		hum	> 0000, 0005, 0008, 0023	
sanzhi	kurban	0045	0001 and 0039		hum	> 0001, 0039	
sanzhi	kurban	0046	people in 0009		hum	> 0029, 0030, 0031, 0032, 0034	
sanzhi	mill	0000	a mill		inm		depicted reality
sanzhi	mill	0001	the Sanzhi people		hum		
sanzhi	mill	0002	grain		inm		
sanzhi	mill	0003	the first mill		inm		
sanzhi	mill	0004	the first location		loc		
sanzhi	mill	0005	channel		inm		
sanzhi	mill	0006	millhouse		inm		
sanzhi	mill	0007	a man		hum		
sanzhi	mill	0008	Allah		hum		
sanzhi	mill	0009	one of 0001		hum	< 0001	
sanzhi	mill	0010	two boys		hum	< 0001, 0034	
sanzhi	mill	0011	water		mss		
sanzhi	mill	0012	sound of 0011		abs		
sanzhi	mill	0013	a windmill		inm		depicted reality
sanzhi	mill	0015	the second mill		inm		
sanzhi	mill	0016	big river		inm		
sanzhi	mill	0017	banks of 0016		loc	M 0016	
sanzhi	mill	0018	channel		inm		
sanzhi	mill	0019	water		mss		
sanzhi	mill	0020	other villagers		hum		
sanzhi	mill	0021	qadis		hum		
sanzhi	mill	0022	mullahs		hum		
sanzhi	mill	0023	one of 0021, 0022		hum	< 0021, 0022	
sanzhi	mill	0024	bride		hum		
sanzhi	mill	0025	nose of 0024		bdp	M 0024	
sanzhi	mill	0026	millstone		inm	M 0015	
sanzhi	mill	0027	hammer		inm		
sanzhi	mill	0028	part of 0015		inm	M 0015	
sanzhi	mill	0029	heart of 0015		inm	M 0015	
sanzhi	mill	0030	water		mss		
sanzhi	mill	0031	the third place		loc		
sanzhi	mill	0032	the third mill		inm		
sanzhi	mill	0033	a bride		hum		depicted reality
sanzhi	mill	0034	builders		hum	< 0001; > 0009	
sanzhi	mill	0035	that		abs		
sanzhi	mill	0036	water		mss		
sanzhi	mill	0037	people and bride		hum	> 0001, 0024	
sanzhi	patima	0000	Patima		hum		
sanzhi	patima	0001	family of 0000		hum	> 0000	
sanzhi	patima	0002	house of 0001		inm		
sanzhi	patima	0003	a nut		inm		
sanzhi	patima	0004	chimney of 0002		inm	M 0002	
sanzhi	patima	0005	sisters of 0000		hum	< 0001	
sanzhi	patima	0006	one of 0005		hum	< 0005	
sanzhi	patima	0007	another of 0005		hum	< 0005	
sanzhi	patima	0008	forest		loc		
sanzhi	patima	0009	nuts		inm		
sanzhi	patima	0010	a sack		inm		
sanzhi	patima	0011	a wolf		anm		
sanzhi	patima	0012	story		abs		
sanzhi	patima	0013	0000 and 0011		hum	> 0000, 0011	
sanzhi	patima	0014	entrance of 0002		loc		
sanzhi	patima	0015	a fox		anm		
sanzhi	patima	0016	story		abs		
sanzhi	patima	0017	deeds		abs		
sanzhi	patima	0018	0015 and 0011		anm	> 0011, 0015	
sanzhi	patima	0019	a place		loc		
sanzhi	patima	0020	urine		inm		bridging-contained: reference to light verb complement
sanzhi	patima	0021	ice		inm		
sanzhi	patima	0022	a fork		inm		
sanzhi	patima	0023	a spade		inm		
sanzhi	patima	0024	belly of 0011		bdp		
sanzhi	patima	0025	0000 and 0005		hum	> 0000, 0005	
sanzhi	patima	0026	mattress		inm		
sanzhi	patima	0027	barn		loc		
sanzhi	patima	0028	cotton		inm		
sanzhi	patima	0029	door		inm	M 0002	
sanzhi	ramazan	0000	a journalist		hum		
sanzhi	ramazan	0001	Tawlu		hum		
sanzhi	ramazan	0002	an article		abs		
sanzhi	ramazan	0003	surname of 0001		abs		
sanzhi	ramazan	0004	such		abs		
sanzhi	ramazan	0005	passport of 0001		inm		
sanzhi	ramazan	0006	such		abs		
sanzhi	ramazan	0007	a story like this		abs		
sanzhi	ramazan	0008	stories like this		abs		
sanzhi	ramazan	0009	the most beautiful place		abs		
sanzhi	ramazan	0010	the world		loc		
sanzhi	ramazan	0011	(speaker)		hum		
sanzhi	ramazan	0012	Latvia		loc		
sanzhi	ramazan	0013	fruit		inm		
sanzhi	ramazan	0014	forests		loc		
sanzhi	ramazan	0015	roads in 0012		inm		
sanzhi	ramazan	0016	lorry of 0011		inm		
sanzhi	ramazan	0017	towns in 0012		loc		
sanzhi	ramazan	0018	traffic lights		inm		
sanzhi	ramazan	0019	two people		hum		
sanzhi	ramazan	0020	three people		hum		
sanzhi	ramazan	0021	end of the road		loc		
sanzhi	ramazan	0022	house in 0012		loc		
sanzhi	ramazan	0023	pieces of asphalt		inm		
sanzhi	ramazan	0024	chewing gum		inm		
sanzhi	ramazan	0025	asphalt		inm		
sanzhi	ramazan	0026	(impersonal reference)		hum		
sanzhi	ramazan	0027	the letter D		inm		
sanzhi	ramazan	0028	middle of licence plate		loc		
sanzhi	ramazan	0029	front of the lorry		loc		
sanzhi	ramazan	0030	that trick		abs		
sanzhi	ramazan	0031	a Russian woman		hum		
sanzhi	ramazan	0032	0011 and others		hum	> 0011	
sanzhi	ramazan	0033	torso of 0011		bdp	M 0011	
sanzhi	ramazan	0034	gold		inm		
sanzhi	ramazan	0035	dressing table		inm		
sanzhi	ramazan	0036	audience		hum		
sanzhi	ramazan	0037	rings		inm		
sanzhi	ramazan	0038	bracelets		inm		
sanzhi	ramazan	0039	all things		inm		
sanzhi	ramazan	0040	money		inm		
sanzhi	ramazan	0041	wealth of 0031		inm		
sanzhi	ramazan	0042	circumstances		abs		
sanzhi	ramazan	0043	lock		inm		
sanzhi	ramazan	0044	first neighbour		hum		
sanzhi	ramazan	0045	second and third neighbour		hum		
sanzhi	ramazan	0046	our place		loc		
sanzhi	ramazan	0047	face of 0011		bdp	M 0011	
sanzhi	ramazan	0048	conscience of 0011		abs		
sanzhi	ramazan	0049	room with 0035		loc		
sanzhi	ramazan	0050	things not belonging to 0011		inm		
sanzhi	ramazan	0051	being accused of theft		abs		
sanzhi	ramazan	0052	a match		inm		
sanzhi	ramazan	0053	light of 0052		inm		
sanzhi	ramazan	0054	a cigarette		inm		
sanzhi	ramazan	0055	passers-by		hum		
sanzhi	ramazan	0056	cleanliness		abs		
sanzhi	ramazan	0057	ashes		inm		
sanzhi	ramazan	0058	like that		abs		
sanzhi	ramazan	0059	such a place		loc		
sanzhi	ramazan	0060	the worst place		loc		
sanzhi	ramazan	0061	Azerbaijan		loc		
sanzhi	ramazan	0062	every town		loc		
sanzhi	ramazan	0063	Soviet Union		loc		
sanzhi	ramazan	0064	a racket		abs		
sanzhi	ramazan	0065	a scandal		abs		
sanzhi	ramazan	0066	diesel fuel		mss		
sanzhi	ramazan	0067	a hill		loc		
sanzhi	ramazan	0068	petrol station		inm		
sanzhi	ramazan	0069	a bucket of fuel		inm		
sanzhi	ramazan	0070	attendant at 0068		hum		
sanzhi	ramazan	0071	money for 0069		inm		
sanzhi	ramazan	0072	a no entry sign		inm		
sanzhi	ramazan	0073	other people at 0068		hum		
sanzhi	ramazan	0074	one of 0073		hum	< 0073	
sanzhi	ramazan	0075	another of 0073		hum	< 0073	
sanzhi	ramazan	0076	another bucket		inm		
sanzhi	ramazan	0077	such		abs		
sanzhi	ramazan	0078	what 0011 had done		abs		
sanzhi	ramazan	0079	0070 and 0073		hum	> 0070, 0073	
sanzhi	ramazan	0081	like that		abs		
sanzhi	ramazan	0082	place like 0081		loc		
sanzhi	ramazan	0083	events		abs		
sanzhi	ramazan	0084	event		abs		
sanzhi	ramazan	0085	Estonia		loc		
sanzhi	ramazan	0086	a person		hum		
sanzhi	ramazan	0087	Estonians		hum		
sanzhi	ramazan	0088	Icari people		hum		
sanzhi	ramazan	0089	market		loc		
sanzhi	ramazan	0090	bus		inm		
sanzhi	ramazan	0091	a town		loc		
sanzhi	ramazan	0092	Latvians		hum		
sanzhi	ramazan	0093	people who do not speak Latvian		hum		
sanzhi	ramazan	0094	Moldova		loc		
sanzhi	ramazan	0095	home of 0011		loc		
sanzhi	ramazan	0096	0001 and 0000		hum	> 0001, 0000	
sanzhi	ramazan	0097	this kind of thing		abs		
sanzhi	ramazan	0098	that		abs		
sanzhi	tape	0000	Kajakent		loc		
sanzhi	tape	0001	speaker and friends		hum		
sanzhi	tape	0002	Abdulkhalik		hum	< 0000	
sanzhi	tape	0003	Isakadi		hum	< 0000	
sanzhi	tape	0004	(speaker)		hum	< 0000	
sanzhi	tape	0005	work of 0000		abs		
sanzhi	tape	0006	survey		abs		
sanzhi	tape	0007	roundabout		inm		
sanzhi	tape	0008	one side of 0007		loc	M 0007	
sanzhi	tape	0009	a place		loc		
sanzhi	tape	0010	0000 and 0002		hum	> 0000, 0002	
sanzhi	tape	0011	here		loc		
sanzhi	tape	0012	car		inm		
sanzhi	tape	0013	shop		inm		
sanzhi	tape	0014	assistant		hum		
sanzhi	tape	0015	tape		inm		
sanzhi	tape	0016	one roll of 0015		inm		
sanzhi	tape	0017	mouth of 0002		bdp	M 0002	
sanzhi	tape	0018	surveyors		hum		
teop	iar	0004	moon	girl	hum	> 0093, 0099; < 0077, 0118	referent introduced on a meta level
teop	iar	0005	hena	name of 0004	abs		
teop	iar	0006	ta vasu	little piece of stone 0004 is made of	inm		
teop	iar	0010	moon	a woman	hum	< 0042, 0064, 0077, 0091	
teop	iar	0011	inu	house of 0010	loc		
teop	iar	0012	oil	oil	mss		
teop	iar	0017	piuvu	piuvu dance	abs		
teop	iar	0020	poa	shelf	loc		
teop	iar	0021	nahu	pot	inm		
teop	iar	0022	nahu	clay pot for 0006	loc		
teop	iar	0024	moon	women	hum		
teop	iar	0025	nahu	many pots of 0024	inm		
teop	iar	0026	nahu	pots with pork	inm	< 0025	
teop	iar	0027	nahu	pots with taro	inm	< 0025	
teop	iar	0028	nahu	pots with fish	inm	< 0025	
teop	iar	0041	muta-naa	husband	hum	< 0042, 0064, 0077	
teop	iar	0042	ori	0041 and 0010	hum	> 0041, 0010; < 0064, 0077	
teop	iar	0046	paepa	birth certificate	inm		
teop	iar	0047	inu vahuhu	hospital	loc		
teop	iar	0048	buku	book where children are registered	inm		
teop	iar	0049	beiko	children that are registered in book	hum		
teop	iar	0051	tavaan	people around 0042	hum	< 0064, 0077	
teop	iar	0053	paku	feast	abs		
teop	iar	0054	taba-an	lots of food	mss		
teop	iar	0055	mohina	garden	loc		
teop	iar	0056	taro	taro	inm	< 0067	
teop	iar	0057	pauna	banana	inm	< 0067	
teop	iar	0058	voi	yam	inm	< 0067	
teop	iar	0061	vaan	village	loc		
teop	iar	0063	bon	the day when the garden is ready to be harvested	tme		
teop	iar	0064	a-re	0042 and 0051	hum	< 0077	
teop	iar	0065	guu	pigs for the feast	anm		
teop	iar	0066	iana	fish for the feast	anm		
teop	iar	0067	vaa	food from the garden	inm		
teop	iar	0068	piuvu	piuvu dance	abs		
teop	iar	0069	koomaa	chanting	abs		
teop	iar	0070	beera	chief in the village	hum	< 0077	
teop	iar	0072	karavus	garamut drum	inm		
teop	iar	0073	moon	the women of 0051	hum	< 0051, 0091	
teop	iar	0074	abana	the men of 0051	hum	< 0051	
teop	iar	0075	inu	house of 0070	loc		
teop	iar	0076	moroko	speech	abs		
teop	iar	0077	eara	0070 and 0064	hum	> 0070, 0064, 0051, 0042, 0041, 0010, 0004	
teop	iar	0078	hagi	dance	abs		
teop	iar	0079	tookiu	one week (during which the men go fishing)	tme		
teop	iar	0080	tookiu	next week (when the men come back)	tme		
teop	iar	0081	Monday	Monday next week	tme		
teop	iar	0082	bon	night	tme		
teop	iar	0083	subunubu	tomorrow	tme		
teop	iar	0085	rapa-n=	side of the house of 0070	loc		
teop	iar	0087	vohu	belts of 0004	inm	< 0092	
teop	iar	0088	kara	strings of 0004	inm	< 0092	
teop	iar	0089	taba	things from the bush of 0004	inm	< 0092	
teop	iar	0090	rasuu	bush	loc		
teop	iar	0091	ori	0073 and 0010 (= the women from the village)	hum	> 0073, 0010	
teop	iar	0092	bari	belts, strings and things from the bush (0087, 0088, 0089)	inm	> 0087, 0088, 0089	
teop	iar	0093	moo	legs of 0004	bdp	< 0004	
teop	iar	0094	hena	name of 0004	abs		
teop	iar	0095	beiko	children	hum		
teop	iar	0096	otei	a man	hum	< 0098	
teop	iar	0097	taba-an	food	mss		
teop	iar	0098	am	0096 and family	hum		
teop	iar	0099	suin	body of 0004	inm	< 0004	
teop	iar	0100	tahii	sea	loc		
